"region2","year","co2","population","gdp","gdp_per_capita","co2_per_capita","accumulated_co2"
"developed (excluding eastern block)",1975,8944246756.66667,704137629.666667,14090052.6363333,20010.7289294915,12.7047991631044,43271983373.3333
"developed (excluding eastern block)",1976,8963080396.66667,710266920.333333,14373948.884,20235.4623608521,12.618912519529,52235063770
"developed (excluding eastern block)",1977,9113578566.66667,716180690.333333,14806099.8713333,20669.874151084,12.72331637273,61348642336.6667
"developed (excluding eastern block)",1978,9374557713.33333,722002810.666667,15459210.8653333,21407.770852342,12.9834763387956,70723200050
"developed (excluding eastern block)",1979,9562277316.66667,727797461,16085677.4353333,22097.9848387725,13.1378603295929,80285477366.6667
"developed (excluding eastern block)",1980,9592801370,733630046,16575472.9753333,22591.9894157524,13.0764814020781,89878278736.6667
"developed (excluding eastern block)",1981,9478255650,739389868.333333,16935150.5636667,22903.5017469596,12.8216001737995,99356534386.6667
"developed (excluding eastern block)",1982,9177776150,744923878.666667,17095292.2076667,22948.7568093999,12.3228450225282,108534310536.667
"developed (excluding eastern block)",1983,8936813586.66667,750128440,17403854.2093333,23200.0740924323,11.9152990037313,117471124123.333
"developed (excluding eastern block)",1984,8898725313.33333,755069220.666667,17901625.728,23705.0314937907,11.7850774968326,126369849436.667
"developed (excluding eastern block)",1985,8978526103.33333,759880342.666667,18634789.84,24519.5583464061,11.8150850860986,135348375540
"developed (excluding eastern block)",1986,9089605896.66667,764582664.333333,19371778.888,25333.5215550848,11.8885255103017,144437981436.667
"developed (excluding eastern block)",1987,9181980093.33333,769218884,20061605.1273333,26077.6038030855,11.9364303362231,153619961530
"developed (excluding eastern block)",1988,9365591533.33333,773851579.666667,20833015.599,26917.4332429096,12.1014190261079,162985553063.333
"developed (excluding eastern block)",1989,9620210076.66667,778588343.666667,21662743.5043333,27819.2068368,12.354902761085,172605763140
"developed (excluding eastern block)",1990,10197640263.3333,810050499,23181810.082,28596.5776169988,12.5825016001481,182803403403.333
"developed (excluding eastern block)",1991,10640848106.6667,841977928.333333,24461601.39,29041.457189032,12.6365126058049,193444251510
"developed (excluding eastern block)",1992,11029666636.6667,874312134,25656544.714,29343.7395935333,12.6157820238549,204473918146.667
"developed (excluding eastern block)",1993,11026836303.3333,880352041.666667,26015839.0413333,29550.3842210305,12.5256663888491,215500754450
"developed (excluding eastern block)",1994,11105953956.6667,886227539.666667,26574236.6506667,29983.8493106498,12.5316014575727,226606708406.667
"developed (excluding eastern block)",1995,11217335826.6667,891842350.333333,27191637.6416667,30486.5058391122,12.5773437298027,237824044233.333
"developed (excluding eastern block)",1996,11423343416.6667,897218532,27975537.1816667,31177.7152070624,12.7312424805741,249247387650
"developed (excluding eastern block)",1997,11582243523.3333,902464455.333333,28804986.479,31915.0533908184,12.8335855536857,260829631173.333
"developed (excluding eastern block)",1998,11703851983.3333,907636228,29708759.1996667,32728.7351113497,12.8950567101597,272533483156.667
