"OID","Country or Area","Year","Description","Magnitude","Value"
"63893I..ZF...","BENIN","1987","CHANGES IN INVENTORIES","CFA FRANCS","-116000000"
"63893E..ZF...","BENIN","1986","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","68234000000"
"63893I..ZF...","BENIN","1986","CHANGES IN INVENTORIES","CFA FRANCS","-163000000"
"63893E..ZF...","BENIN","1985","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","62971000000"
"63893I..ZF...","BENIN","1985","CHANGES IN INVENTORIES","CFA FRANCS","11246000000"
"63893E..ZF...","BENIN","1984","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","57348000000"
"63893I..ZF...","BENIN","1984","CHANGES IN INVENTORIES","CFA FRANCS","1453000000"
"63893E..ZF...","BENIN","1983","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","69410000000"
"63893I..ZF...","BENIN","1983","CHANGES IN INVENTORIES","CFA FRANCS","2923000000"
"63893E..ZF...","BENIN","1982","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","112700000000"
"63893I..ZF...","BENIN","1982","CHANGES IN INVENTORIES","CFA FRANCS","2337000000"
"63893E..ZF...","BENIN","1981","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","52250000000"
"63893I..ZF...","BENIN","1981","CHANGES IN INVENTORIES","CFA FRANCS","13100000000"
"63893E..ZF...","BENIN","1980","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","48160000000"
"63893I..ZF...","BENIN","1980","CHANGES IN INVENTORIES","CFA FRANCS","9700000000"
"63893E..ZF...","BENIN","1979","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","38760000000"
"63893I..ZF...","BENIN","1979","CHANGES IN INVENTORIES","CFA FRANCS","7500000000"
"63893E..ZF...","BENIN","1978","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","23203000000"
"63893I..ZF...","BENIN","1978","CHANGES IN INVENTORIES","CFA FRANCS","5500000000"
"63893E..ZF...","BENIN","1977","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","22887000000"
"63893I..ZF...","BENIN","1977","CHANGES IN INVENTORIES","CFA FRANCS","4800000000"
"63893E..ZF...","BENIN","1976","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","21962000000"
"63893I..ZF...","BENIN","1976","CHANGES IN INVENTORIES","CFA FRANCS","3300000000"
"63893E..ZF...","BENIN","1975","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","22835000000"
"63893I..ZF...","BENIN","1975","CHANGES IN INVENTORIES","CFA FRANCS","5958000000"
"63893E..ZF...","BENIN","1974","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","20207000000"
"63893I..ZF...","BENIN","1974","CHANGES IN INVENTORIES","CFA FRANCS","2083000000"
"63893E..ZF...","BENIN","1973","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","14100000000"
"63893I..ZF...","BENIN","1973","CHANGES IN INVENTORIES","CFA FRANCS","2160000000"
"63893E..ZF...","BENIN","1972","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","14865000000"
"63893I..ZF...","BENIN","1972","CHANGES IN INVENTORIES","CFA FRANCS","2200000000"
"63893E..ZF...","BENIN","1971","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","10290000000"
"63893I..ZF...","BENIN","1971","CHANGES IN INVENTORIES","CFA FRANCS","1700000000"
"63893E..ZF...","BENIN","1970","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","10234000000"
"63893I..ZF...","BENIN","1970","CHANGES IN INVENTORIES","CFA FRANCS","1620000000"
"63893E..ZF...","BENIN","1967","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","8619000000"
"63893I..ZF...","BENIN","1967","CHANGES IN INVENTORIES","CFA FRANCS","439000000"
"63893E..ZF...","BENIN","1966","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","6254000000"
"63893I..ZF...","BENIN","1966","CHANGES IN INVENTORIES","CFA FRANCS","368000000"
"63893E..ZF...","BENIN","1965","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","5897000000"
"63893I..ZF...","BENIN","1965","CHANGES IN INVENTORIES","CFA FRANCS","357000000"
"63893E..ZF...","BENIN","1964","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","6462000000"
"63893I..ZF...","BENIN","1964","CHANGES IN INVENTORIES","CFA FRANCS","10000000"
"63893E..ZF...","BENIN","1963","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","7100000000"
"63893I..ZF...","BENIN","1963","CHANGES IN INVENTORIES","CFA FRANCS","200000000"
"63893E..ZF...","BENIN","1962","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","6300000000"
"63893I..ZF...","BENIN","1962","CHANGES IN INVENTORIES","CFA FRANCS","200000000"
"63893E..ZF...","BENIN","1959","GROSS FIXED CAPITAL FORMATION","CFA FRANCS","6150000000"
"63893I..ZF...","BENIN","1959","CHANGES IN INVENTORIES","CFA FRANCS","150000000"
"51493E..ZF...","BHUTAN","2006","GROSS FIXED CAPITAL FORMATION","NGULTRUM","18827300000"
"51493I..ZF...","BHUTAN","2006","CHANGES IN INVENTORIES","NGULTRUM","107200000"
"51493E..ZF...","BHUTAN","2005","GROSS FIXED CAPITAL FORMATION","NGULTRUM","18677400000"
"51493I..ZF...","BHUTAN","2005","CHANGES IN INVENTORIES","NGULTRUM","103000000"
"51493E..ZF...","BHUTAN","2004","GROSS FIXED CAPITAL FORMATION","NGULTRUM","20000400000"
"51493I..ZF...","BHUTAN","2004","CHANGES IN INVENTORIES","NGULTRUM","77800000"
"51493E..ZF...","BHUTAN","2003","GROSS FIXED CAPITAL FORMATION","NGULTRUM","16682400000"
"51493I..ZF...","BHUTAN","2003","CHANGES IN INVENTORIES","NGULTRUM","223700000"
"51493E..ZF...","BHUTAN","2002","GROSS FIXED CAPITAL FORMATION","NGULTRUM","15638300000"
"51493I..ZF...","BHUTAN","2002","CHANGES IN INVENTORIES","NGULTRUM","-166600000"
"51493E..ZF...","BHUTAN","2001","GROSS FIXED CAPITAL FORMATION","NGULTRUM","13559100000"
"51493I..ZF...","BHUTAN","2001","CHANGES IN INVENTORIES","NGULTRUM","192800000"
"51493E..ZF...","BHUTAN","2000","GROSS FIXED CAPITAL FORMATION","NGULTRUM","9512100000"
"51493I..ZF...","BHUTAN","2000","CHANGES IN INVENTORIES","NGULTRUM","-353500000"
"51493E..ZF...","BHUTAN","1999","GROSS FIXED CAPITAL FORMATION","NGULTRUM","8127000000"
"51493I..ZF...","BHUTAN","1999","CHANGES IN INVENTORIES","NGULTRUM","108400000"
"51493E..ZF...","BHUTAN","1998","GROSS FIXED CAPITAL FORMATION","NGULTRUM","6199500000"
"51493I..ZF...","BHUTAN","1998","CHANGES IN INVENTORIES","NGULTRUM","45300000"
"51493E..ZF...","BHUTAN","1997","GROSS FIXED CAPITAL FORMATION","NGULTRUM","5513500000"
"51493I..ZF...","BHUTAN","1997","CHANGES IN INVENTORIES","NGULTRUM","-631800000"
"51493E..ZF...","BHUTAN","1996","GROSS FIXED CAPITAL FORMATION","NGULTRUM","5093500000"
"51493I..ZF...","BHUTAN","1996","CHANGES IN INVENTORIES","NGULTRUM","182100000"
"51493E..ZF...","BHUTAN","1995","GROSS FIXED CAPITAL FORMATION","NGULTRUM","4486700000"
"51493I..ZF...","BHUTAN","1995","CHANGES IN INVENTORIES","NGULTRUM","227600000"
"51493E..ZF...","BHUTAN","1994","GROSS FIXED CAPITAL FORMATION","NGULTRUM","3945200000"
"51493I..ZF...","BHUTAN","1994","CHANGES IN INVENTORIES","NGULTRUM","129400000"
"51493E..ZF...","BHUTAN","1993","GROSS FIXED CAPITAL FORMATION","NGULTRUM","3373600000"
"51493I..ZF...","BHUTAN","1993","CHANGES IN INVENTORIES","NGULTRUM","-60200000"
"51493E..ZF...","BHUTAN","1992","GROSS FIXED CAPITAL FORMATION","NGULTRUM","2623700000"
"51493I..ZF...","BHUTAN","1992","CHANGES IN INVENTORIES","NGULTRUM","339500000"
"51493E..ZF...","BHUTAN","1991","GROSS FIXED CAPITAL FORMATION","NGULTRUM","1837700000"
"51493I..ZF...","BHUTAN","1991","CHANGES IN INVENTORIES","NGULTRUM","-74700000"
"51493E..ZF...","BHUTAN","1990","GROSS FIXED CAPITAL FORMATION","NGULTRUM","1626200000"
"51493I..ZF...","BHUTAN","1990","CHANGES IN INVENTORIES","NGULTRUM","-31100000"
"51493E..ZF...","BHUTAN","1989","GROSS FIXED CAPITAL FORMATION","NGULTRUM","1573500000"
"51493I..ZF...","BHUTAN","1989","CHANGES IN INVENTORIES","NGULTRUM","-121100000"
"51493E..ZF...","BHUTAN","1988","GROSS FIXED CAPITAL FORMATION","NGULTRUM","1508000000"
"51493I..ZF...","BHUTAN","1988","CHANGES IN INVENTORIES","NGULTRUM","10400000"
"51493E..ZF...","BHUTAN","1987","GROSS FIXED CAPITAL FORMATION","NGULTRUM","1249700000"
"51493I..ZF...","BHUTAN","1987","CHANGES IN INVENTORIES","NGULTRUM","-161500000"
"51493E..ZF...","BHUTAN","1986","GROSS FIXED CAPITAL FORMATION","NGULTRUM","1103100000"
"51493I..ZF...","BHUTAN","1986","CHANGES IN INVENTORIES","NGULTRUM","32000000"
"51493E..ZF...","BHUTAN","1985","GROSS FIXED CAPITAL FORMATION","NGULTRUM","1002900000"
"51493I..ZF...","BHUTAN","1985","CHANGES IN INVENTORIES","NGULTRUM","81600000"
"51493E..ZF...","BHUTAN","1984","GROSS FIXED CAPITAL FORMATION","NGULTRUM","754900000"
"51493I..ZF...","BHUTAN","1984","CHANGES IN INVENTORIES","NGULTRUM","10400000"
"51493E..ZF...","BHUTAN","1983","GROSS FIXED CAPITAL FORMATION","NGULTRUM","690700000"
"51493I..ZF...","BHUTAN","1983","CHANGES IN INVENTORIES","NGULTRUM","21300000"
"51493E..ZF...","BHUTAN","1982","GROSS FIXED CAPITAL FORMATION","NGULTRUM","555700000"
"51493I..ZF...","BHUTAN","1982","CHANGES IN INVENTORIES","NGULTRUM","59800000"
"51493E..ZF...","BHUTAN","1981","GROSS FIXED CAPITAL FORMATION","NGULTRUM","425800000"
"51493I..ZF...","BHUTAN","1981","CHANGES IN INVENTORIES","NGULTRUM","74700000"
"51493E..ZF...","BHUTAN","1980","GROSS FIXED CAPITAL FORMATION","NGULTRUM","330400000"
"51493I..ZF...","BHUTAN","1980","CHANGES IN INVENTORIES","NGULTRUM","14700000"
"21893E..ZF...","BOLIVIA","2008","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","20818100000"
"21893I..ZF...","BOLIVIA","2008","CHANGES IN INVENTORIES","BOLIVIANOS","366937000"
"21893E..ZF...","BOLIVIA","2007","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","16625300000"
"21893I..ZF...","BOLIVIA","2007","CHANGES IN INVENTORIES","BOLIVIANOS","-981615000"
"21893E..ZF...","BOLIVIA","2006","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","13116900000"
"21893I..ZF...","BOLIVIA","2006","CHANGES IN INVENTORIES","BOLIVIANOS","-395753000"
"21893E..ZF...","BOLIVIA","2005","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","10006000000"
"21893I..ZF...","BOLIVIA","2005","CHANGES IN INVENTORIES","BOLIVIANOS","972637000"
"21893E..ZF...","BOLIVIA","2004","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","8137290000"
"21893I..ZF...","BOLIVIA","2004","CHANGES IN INVENTORIES","BOLIVIANOS","-463305000"
"21893E..ZF...","BOLIVIA","2003","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","7839530000"
"21893I..ZF...","BOLIVIA","2003","CHANGES IN INVENTORIES","BOLIVIANOS","351710000"
"21893E..ZF...","BOLIVIA","2002","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","8870580000"
"21893I..ZF...","BOLIVIA","2002","CHANGES IN INVENTORIES","BOLIVIANOS","365616000"
"21893E..ZF...","BOLIVIA","2001","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","7491260000"
"21893I..ZF...","BOLIVIA","2001","CHANGES IN INVENTORIES","BOLIVIANOS","183781000"
"21893E..ZF...","BOLIVIA","2000","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","9288700000"
"21893I..ZF...","BOLIVIA","2000","CHANGES IN INVENTORIES","BOLIVIANOS","132937000"
"21893E..ZF...","BOLIVIA","1999","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","9196540000"
"21893I..ZF...","BOLIVIA","1999","CHANGES IN INVENTORIES","BOLIVIANOS","-156734000"
"21893E..ZF...","BOLIVIA","1998","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","10840900000"
"21893I..ZF...","BOLIVIA","1998","CHANGES IN INVENTORIES","BOLIVIANOS","212244000"
"21893E..ZF...","BOLIVIA","1997","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","7899410000"
"21893I..ZF...","BOLIVIA","1997","CHANGES IN INVENTORIES","BOLIVIANOS","276106000"
"21893E..ZF...","BOLIVIA","1996","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","6072070000"
"21893I..ZF...","BOLIVIA","1996","CHANGES IN INVENTORIES","BOLIVIANOS","22842100"
"21893E..ZF...","BOLIVIA","1995","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","5007240000"
"21893I..ZF...","BOLIVIA","1995","CHANGES IN INVENTORIES","BOLIVIANOS","-93328000"
"21893E..ZF...","BOLIVIA","1994","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","4104410000"
"21893I..ZF...","BOLIVIA","1994","CHANGES IN INVENTORIES","BOLIVIANOS","-132732000"
"21893E..ZF...","BOLIVIA","1993","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","4076000000"
"21893I..ZF...","BOLIVIA","1993","CHANGES IN INVENTORIES","BOLIVIANOS","-25000000"
"21893E..ZF...","BOLIVIA","1992","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","3592000000"
"21893I..ZF...","BOLIVIA","1992","CHANGES IN INVENTORIES","BOLIVIANOS","86000000"
"21893E..ZF...","BOLIVIA","1991","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","2771000000"
"21893I..ZF...","BOLIVIA","1991","CHANGES IN INVENTORIES","BOLIVIANOS","209000000"
"21893E..ZF...","BOLIVIA","1990","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","1939000000"
"21893I..ZF...","BOLIVIA","1990","CHANGES IN INVENTORIES","BOLIVIANOS","-4000000"
"21893E..ZF...","BOLIVIA","1989","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","1522000000"
"21893I..ZF...","BOLIVIA","1989","CHANGES IN INVENTORIES","BOLIVIANOS","-51253000"
"21893E..ZF...","BOLIVIA","1988","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","1372000000"
"21893I..ZF...","BOLIVIA","1988","CHANGES IN INVENTORIES","BOLIVIANOS","138264000"
"21893E..ZF...","BOLIVIA","1987","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","1079770000"
"21893I..ZF...","BOLIVIA","1987","CHANGES IN INVENTORIES","BOLIVIANOS","127093000"
"21893E..ZF...","BOLIVIA","1986","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","1018310000"
"21893I..ZF...","BOLIVIA","1986","CHANGES IN INVENTORIES","BOLIVIANOS","13494700"
"21893E..ZF...","BOLIVIA","1985","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","335840000"
"21893I..ZF...","BOLIVIA","1985","CHANGES IN INVENTORIES","BOLIVIANOS","148440000"
"21893E..ZF...","BOLIVIA","1984","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","2260000"
"21893I..ZF...","BOLIVIA","1984","CHANGES IN INVENTORIES","BOLIVIANOS","-50000"
"21893E..ZF...","BOLIVIA","1983","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","160000"
"21893I..ZF...","BOLIVIA","1983","CHANGES IN INVENTORIES","BOLIVIANOS","10000"
"21893E..ZF...","BOLIVIA","1982","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","50000"
"21893I..ZF...","BOLIVIA","1982","CHANGES IN INVENTORIES","BOLIVIANOS","0"
"21893E..ZF...","BOLIVIA","1981","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","20000"
"21893I..ZF...","BOLIVIA","1981","CHANGES IN INVENTORIES","BOLIVIANOS","0"
"21893E..ZF...","BOLIVIA","1980","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","17500"
"21893I..ZF...","BOLIVIA","1980","CHANGES IN INVENTORIES","BOLIVIANOS","500"
"21893E..ZF...","BOLIVIA","1979","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","17400"
"21893I..ZF...","BOLIVIA","1979","CHANGES IN INVENTORIES","BOLIVIANOS","1400"
"21893E..ZF...","BOLIVIA","1978","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","16400"
"21893I..ZF...","BOLIVIA","1978","CHANGES IN INVENTORIES","BOLIVIANOS","2200"
"21893E..ZF...","BOLIVIA","1977","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","12414"
"21893I..ZF...","BOLIVIA","1977","CHANGES IN INVENTORIES","BOLIVIANOS","1149"
"21893E..ZF...","BOLIVIA","1976","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","10685"
"21893I..ZF...","BOLIVIA","1976","CHANGES IN INVENTORIES","BOLIVIANOS","1264"
"21893E..ZF...","BOLIVIA","1975","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","9055"
"21893I..ZF...","BOLIVIA","1975","CHANGES IN INVENTORIES","BOLIVIANOS","2971"
"21893E..ZF...","BOLIVIA","1974","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","6550"
"21893I..ZF...","BOLIVIA","1974","CHANGES IN INVENTORIES","BOLIVIANOS","558"
"21893E..ZF...","BOLIVIA","1973","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","4519"
"21893I..ZF...","BOLIVIA","1973","CHANGES IN INVENTORIES","BOLIVIANOS","878"
"21893E..ZF...","BOLIVIA","1972","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","2623"
"21893I..ZF...","BOLIVIA","1972","CHANGES IN INVENTORIES","BOLIVIANOS","797"
"21893E..ZF...","BOLIVIA","1971","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","1951"
"21893I..ZF...","BOLIVIA","1971","CHANGES IN INVENTORIES","BOLIVIANOS","375"
"21893E..ZF...","BOLIVIA","1970","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","1792"
"21893I..ZF...","BOLIVIA","1970","CHANGES IN INVENTORIES","BOLIVIANOS","319"
"21893E..ZF...","BOLIVIA","1969","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","1741"
"21893I..ZF...","BOLIVIA","1969","CHANGES IN INVENTORIES","BOLIVIANOS","162"
"21893E..ZF...","BOLIVIA","1968","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","1574"
"21893I..ZF...","BOLIVIA","1968","CHANGES IN INVENTORIES","BOLIVIANOS","65"
"21893E..ZF...","BOLIVIA","1967","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","1155"
"21893I..ZF...","BOLIVIA","1967","CHANGES IN INVENTORIES","BOLIVIANOS","129"
"21893E..ZF...","BOLIVIA","1966","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","949"
"21893I..ZF...","BOLIVIA","1966","CHANGES IN INVENTORIES","BOLIVIANOS","342"
"21893E..ZF...","BOLIVIA","1965","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","1051"
"21893I..ZF...","BOLIVIA","1965","CHANGES IN INVENTORIES","BOLIVIANOS","167"
"21893E..ZF...","BOLIVIA","1964","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","958"
"21893I..ZF...","BOLIVIA","1964","CHANGES IN INVENTORIES","BOLIVIANOS","51"
"21893E..ZF...","BOLIVIA","1963","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","924"
"21893I..ZF...","BOLIVIA","1963","CHANGES IN INVENTORIES","BOLIVIANOS","-15"
"21893E..ZF...","BOLIVIA","1962","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","835"
"21893I..ZF...","BOLIVIA","1962","CHANGES IN INVENTORIES","BOLIVIANOS","41"
"21893E..ZF...","BOLIVIA","1961","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","532"
"21893I..ZF...","BOLIVIA","1961","CHANGES IN INVENTORIES","BOLIVIANOS","14"
"21893E..ZF...","BOLIVIA","1960","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","637"
"21893I..ZF...","BOLIVIA","1960","CHANGES IN INVENTORIES","BOLIVIANOS","38"
"21893E..ZF...","BOLIVIA","1959","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","526"
"21893I..ZF...","BOLIVIA","1959","CHANGES IN INVENTORIES","BOLIVIANOS","-49"
"21893E..ZF...","BOLIVIA","1958","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","489"
"21893I..ZF...","BOLIVIA","1958","CHANGES IN INVENTORIES","BOLIVIANOS","76"
"21893E..ZF...","BOLIVIA","1957","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","558"
"21893I..ZF...","BOLIVIA","1957","CHANGES IN INVENTORIES","BOLIVIANOS","0"
"21893E..ZF...","BOLIVIA","1956","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","551"
"21893I..ZF...","BOLIVIA","1956","CHANGES IN INVENTORIES","BOLIVIANOS","0"
"21893E..ZF...","BOLIVIA","1955","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","308"
"21893I..ZF...","BOLIVIA","1955","CHANGES IN INVENTORIES","BOLIVIANOS","10"
"21893E..ZF...","BOLIVIA","1954","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","85"
"21893I..ZF...","BOLIVIA","1954","CHANGES IN INVENTORIES","BOLIVIANOS","3"
"21893E..ZF...","BOLIVIA","1953","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","33"
"21893I..ZF...","BOLIVIA","1953","CHANGES IN INVENTORIES","BOLIVIANOS","1"
"21893E..ZF...","BOLIVIA","1952","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","17"
"21893I..ZF...","BOLIVIA","1952","CHANGES IN INVENTORIES","BOLIVIANOS","0"
"21893E..ZF...","BOLIVIA","1951","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","12"
"21893I..ZF...","BOLIVIA","1951","CHANGES IN INVENTORIES","BOLIVIANOS","1"
"21893E..ZF...","BOLIVIA","1950","GROSS FIXED CAPITAL FORMATION","BOLIVIANOS","5"
"21893I..ZF...","BOLIVIA","1950","CHANGES IN INVENTORIES","BOLIVIANOS","0"
"96393E..ZF...","BOSNIA & HERZEGOVINA","2008","GROSS FIXED CAPITAL FORMATION","CONVERTIBLE MARK","7429710000"
"96393I..ZF...","BOSNIA & HERZEGOVINA","2008","CHANGES IN INVENTORIES","CONVERTIBLE MARK","388451000"
"96393E..ZF...","BOSNIA & HERZEGOVINA","2007","GROSS FIXED CAPITAL FORMATION","CONVERTIBLE MARK","6446360000"
"96393I..ZF...","BOSNIA & HERZEGOVINA","2007","CHANGES IN INVENTORIES","CONVERTIBLE MARK","317421000"
"96393E..ZF...","BOSNIA & HERZEGOVINA","2006","GROSS FIXED CAPITAL FORMATION","CONVERTIBLE MARK","4756770000"
"96393I..ZF...","BOSNIA & HERZEGOVINA","2006","CHANGES IN INVENTORIES","CONVERTIBLE MARK","-192913000"
"96393E..ZF...","BOSNIA & HERZEGOVINA","2005","GROSS FIXED CAPITAL FORMATION","CONVERTIBLE MARK","4889470000"
"96393I..ZF...","BOSNIA & HERZEGOVINA","2005","CHANGES IN INVENTORIES","CONVERTIBLE MARK","12882000"
"96393E..ZF...","BOSNIA & HERZEGOVINA","2004","GROSS FIXED CAPITAL FORMATION","CONVERTIBLE MARK","4044440000"
"96393I..ZF...","BOSNIA & HERZEGOVINA","2004","CHANGES IN INVENTORIES","CONVERTIBLE MARK","475794000"
"61693E..ZF...","BOTSWANA","2009","GROSS FIXED CAPITAL FORMATION","PULA","23445500000"
"61693I..ZF...","BOTSWANA","2009","CHANGES IN INVENTORIES","PULA","-3415140000"
"61693E..ZF...","BOTSWANA","2008","GROSS FIXED CAPITAL FORMATION","PULA","21314500000"
"61693I..ZF...","BOTSWANA","2008","CHANGES IN INVENTORIES","PULA","8405600000"
"61693E..ZF...","BOTSWANA","2007","GROSS FIXED CAPITAL FORMATION","PULA","18161500000"
"61693I..ZF...","BOTSWANA","2007","CHANGES IN INVENTORIES","PULA","1452430000"
"61693E..ZF...","BOTSWANA","2006","GROSS FIXED CAPITAL FORMATION","PULA","14186600000"
"61693I..ZF...","BOTSWANA","2006","CHANGES IN INVENTORIES","PULA","1591240000"
"61693E..ZF...","BOTSWANA","2005","GROSS FIXED CAPITAL FORMATION","PULA","12860500000"
"61693I..ZF...","BOTSWANA","2005","CHANGES IN INVENTORIES","PULA","918881000"
"61693E..ZF...","BOTSWANA","2004","GROSS FIXED CAPITAL FORMATION","PULA","11703700000"
"61693I..ZF...","BOTSWANA","2004","CHANGES IN INVENTORIES","PULA","3929260000"
"61693E..ZF...","BOTSWANA","2003","GROSS FIXED CAPITAL FORMATION","PULA","10416700000"
"61693I..ZF...","BOTSWANA","2003","CHANGES IN INVENTORIES","PULA","1590910000"
"61693E..ZF...","BOTSWANA","2002","GROSS FIXED CAPITAL FORMATION","PULA","9454900000"
"61693I..ZF...","BOTSWANA","2002","CHANGES IN INVENTORIES","PULA","936635000"
"61693E..ZF...","BOTSWANA","2001","GROSS FIXED CAPITAL FORMATION","PULA","8310970000"
"61693I..ZF...","BOTSWANA","2001","CHANGES IN INVENTORIES","PULA","772950000"
"61693E..ZF...","BOTSWANA","2000","GROSS FIXED CAPITAL FORMATION","PULA","7424770000"
"61693I..ZF...","BOTSWANA","2000","CHANGES IN INVENTORIES","PULA","1701890000"
"61693E..ZF...","BOTSWANA","1999","GROSS FIXED CAPITAL FORMATION","PULA","6263260000"
"61693I..ZF...","BOTSWANA","1999","CHANGES IN INVENTORIES","PULA","1984390000"
"61693E..ZF...","BOTSWANA","1998","GROSS FIXED CAPITAL FORMATION","PULA","5170150000"
"61693I..ZF...","BOTSWANA","1998","CHANGES IN INVENTORIES","PULA","886016000"
"61693E..ZF...","BOTSWANA","1997","GROSS FIXED CAPITAL FORMATION","PULA","4275860000"
"61693I..ZF...","BOTSWANA","1997","CHANGES IN INVENTORIES","PULA","328199000"
"61693E..ZF...","BOTSWANA","1996","GROSS FIXED CAPITAL FORMATION","PULA","3632380000"
"61693I..ZF...","BOTSWANA","1996","CHANGES IN INVENTORIES","PULA","-261355000"
"61693E..ZF...","BOTSWANA","1995","GROSS FIXED CAPITAL FORMATION","PULA","3135200000"
"61693I..ZF...","BOTSWANA","1995","CHANGES IN INVENTORIES","PULA","13672300"
"61693E..ZF...","BOTSWANA","1994","GROSS FIXED CAPITAL FORMATION","PULA","2813800000"
"61693I..ZF...","BOTSWANA","1994","CHANGES IN INVENTORIES","PULA","204307000"
"61693E..ZF...","BOTSWANA","1993","GROSS FIXED CAPITAL FORMATION","PULA","2618700000"
"61693I..ZF...","BOTSWANA","1993","CHANGES IN INVENTORIES","PULA","165300000"
"61693E..ZF...","BOTSWANA","1992","GROSS FIXED CAPITAL FORMATION","PULA","2551300000"
"61693I..ZF...","BOTSWANA","1992","CHANGES IN INVENTORIES","PULA","-13300000"
"61693E..ZF...","BOTSWANA","1991","GROSS FIXED CAPITAL FORMATION","PULA","2433800000"
"61693I..ZF...","BOTSWANA","1991","CHANGES IN INVENTORIES","PULA","322400000"
